order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,quantity,discount,sale_price,profit
2579,11/14/2023,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,FUR-FU-10004587,3,1.8,58.2,8.200000000000003
2580,5/27/2023,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Storage,OFF-ST-10004337,8,14.700000000000001,475.3,75.30000000000001
2581,4/9/2022,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,OFF-PA-10003072,3,1.0,19.0,-1.0
2582,7/20/2023,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Office Supplies,Paper,OFF-PA-10000380,2,0.6,19.4,-0.6
2583,8/14/2022,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Technology,Phones,TEC-PH-10004833,13,4.8,155.2,15.199999999999989
2584,3/27/2023,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Furniture,Furnishings,FUR-FU-10001847,3,0.4,9.6,-0.4
2585,1/28/2022,Standard Class,Home Office,United States,Alexandria,Virginia,22304,South,Technology,Phones,TEC-PH-10002103,2,3.8000000000000003,186.2,16.19999999999999
2586,9/25/2023,Standard Class,Corporate,United States,Haltom City,Texas,76117,Central,Office Supplies,Envelopes,OFF-EN-10001137,2,0.4,9.6,-0.4
2587,7/1/2023,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,OFF-ST-10001476,7,12.5,237.5,27.5
2588,1/11/2022,Standard Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,FUR-FU-10002045,1,1.0,19.0,-1.0
2589,7/23/2022,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Storage,OFF-ST-10001505,1,0.5,9.5,-0.5
2590,7/2/2023,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Technology,Phones,TEC-PH-10001433,3,10.0,240.0,40.0
2591,11/3/2022,Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Furniture,Furnishings,FUR-FU-10004671,2,0.4,9.6,-0.4
2592,9/25/2022,Standard Class,Consumer,United States,Wheeling,Illinois,60090,Central,Furniture,Tables,FUR-TA-10003569,3,24.0,576.0,76.0
2593,2/6/2023,Second Class,Corporate,United States,Summerville,South Carolina,29483,South,Technology,Phones,TEC-PH-10002807,2,2.4,77.6,-2.4
2594,12/21/2022,Second Class,Corporate,United States,Summerville,South Carolina,29483,South,Office Supplies,Binders,OFF-BI-10001597,8,6.6000000000000005,323.4,53.39999999999998
2595,6/4/2023,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Envelopes,OFF-EN-10003296,2,5.4,174.6,14.599999999999994
2596,11/3/2023,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Binders,OFF-BI-10004632,3,18.2,891.8,51.799999999999955
2597,9/23/2022,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Technology,Phones,TEC-PH-10002310,3,17.7,572.3,72.29999999999995
2598,4/10/2022,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Storage,OFF-ST-10000078,2,15.9,514.1,54.10000000000002
2599,10/10/2022,Standard Class,Corporate,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,OFF-PA-10001752,3,0.3,9.7,-0.3
2600,2/4/2022,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,OFF-AP-10000026,2,4.8,115.2,15.200000000000003
2601,8/27/2022,Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Supplies,OFF-SU-10002573,7,3.6,116.4,16.400000000000006
2602,8/17/2022,Same Day,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10000349,3,0.4,9.6,-0.4
2603,9/14/2023,Same Day,Consumer,United States,New York City,New York,10035,East,Technology,Machines,TEC-MA-10003356,3,67.5,1282.5,42.5
2604,12/13/2023,Same Day,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,FUR-BO-10000362,1,4.2,135.8,25.80000000000001
2605,6/7/2022,Same Day,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10003878,4,2.4,57.6,7.600000000000001
2606,4/15/2022,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10000591,1,0.0,0.0,0.0
2607,8/5/2023,Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Art,OFF-AR-10003727,1,0.4,19.6,-0.4
2608,12/26/2022,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Technology,Accessories,TEC-AC-10001635,3,1.0,19.0,-1.0
2609,11/6/2023,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Labels,OFF-LA-10001317,1,0.0,0.0,0.0
2610,12/11/2023,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Tables,FUR-TA-10000577,5,24.400000000000002,1195.6,35.59999999999991
2611,7/2/2022,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Labels,OFF-LA-10000248,2,0.3,9.7,-0.3
2612,12/17/2022,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Office Supplies,Paper,OFF-PA-10000955,3,0.4,19.6,-0.4
2613,10/16/2023,Standard Class,Corporate,United States,Arlington,Texas,76017,Central,Furniture,Furnishings,FUR-FU-10000221,3,0.3,9.7,-0.3
2614,12/13/2023,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Chairs,FUR-CH-10002304,2,1.6,38.4,-1.6
2615,5/21/2023,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Chairs,FUR-CH-10004886,3,4.6000000000000005,225.4,15.400000000000006
2616,3/2/2022,Standard Class,Corporate,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10001525,6,0.8,19.2,-0.8
2617,4/4/2022,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,OFF-LA-10003663,2,0.3,9.7,-0.3
2618,5/14/2022,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10001294,13,6.0,114.0,14.0
2619,10/1/2023,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Art,OFF-AR-10000369,3,0.0,0.0,0.0
2620,11/5/2022,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Technology,Phones,TEC-PH-10001300,4,2.8000000000000003,67.2,7.200000000000003
2621,11/25/2022,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Storage,OFF-ST-10000876,3,0.8,39.2,9.200000000000003
2622,12/28/2023,Standard Class,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Labels,OFF-LA-10001404,5,0.8,19.2,-0.8
2623,2/28/2023,Second Class,Corporate,United States,Saint Louis,Missouri,63116,Central,Office Supplies,Paper,OFF-PA-10001972,4,0.6,29.4,-0.6
2624,4/11/2023,First Class,Home Office,United States,New York City,New York,10024,East,Technology,Copiers,TEC-CO-10004722,4,224.0,10976.0,676.0
2625,12/17/2022,First Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10001494,8,120.0,2280.0,120.0
2626,9/16/2023,First Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Envelopes,OFF-EN-10002500,5,3.0,57.0,-3.0
2627,1/15/2022,First Class,Home Office,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10003800,1,1.5,48.5,-1.5
2628,5/11/2023,First Class,Corporate,United States,Springfield,Ohio,45503,East,Technology,Accessories,TEC-AC-10002399,4,1.8,58.2,-1.8
2629,6/29/2023,First Class,Corporate,United States,Springfield,Ohio,45503,East,Technology,Machines,TEC-MA-10002210,7,32.5,617.5,67.5
2630,12/15/2023,First Class,Corporate,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,OFF-BI-10003196,10,0.3,9.7,-0.3
2631,6/15/2023,Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,OFF-PA-10000477,3,0.3,9.7,-0.3
2632,1/4/2022,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Furnishings,FUR-FU-10000076,2,0.8,39.2,-0.8
2633,3/22/2022,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,FUR-CH-10002017,2,1.6,38.4,8.399999999999999
2634,4/16/2022,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,FUR-CH-10004287,1,11.0,209.0,29.0
2635,3/9/2023,Second Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,FUR-FU-10003829,2,0.0,0.0,0.0
2636,5/3/2022,Second Class,Corporate,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,OFF-BI-10004728,5,0.4,9.6,-0.4
2637,2/24/2022,Standard Class,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Storage,OFF-ST-10000046,2,16.0,304.0,4.0
2638,4/27/2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,OFF-PA-10000697,4,0.6,19.4,-0.6
2639,5/8/2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,OFF-BI-10000848,3,0.5,9.5,-0.5
2640,7/16/2022,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,OFF-AR-10004691,3,1.8,58.2,-1.8
2641,5/26/2023,Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Chairs,FUR-CH-10000595,4,25.8,834.2,74.20000000000005
2642,9/2/2023,Standard Class,Consumer,United States,Hot Springs,Arkansas,71901,South,Technology,Accessories,TEC-AC-10000927,1,1.2,28.8,-1.2
2643,9/21/2022,First Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Paper,OFF-PA-10001289,6,9.5,180.5,20.5
2644,5/2/2022,Second Class,Home Office,United States,Raleigh,North Carolina,27604,South,Technology,Phones,TEC-PH-10003092,1,0.8,39.2,-0.8
2645,10/15/2022,Second Class,Home Office,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,FUR-FU-10000206,8,0.6,19.4,-0.6
2646,1/27/2022,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,FUR-FU-10004270,3,1.8,58.2,8.200000000000003
2647,4/9/2022,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,OFF-BI-10000948,3,2.0,38.0,-2.0
2648,12/7/2022,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Paper,OFF-PA-10000223,2,0.3,9.7,-0.3
2649,2/8/2022,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Furniture,Furnishings,FUR-FU-10004665,6,32.8,787.2,97.20000000000005
2650,10/27/2022,Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Technology,Phones,TEC-PH-10000215,3,3.0,97.0,7.0
2651,7/23/2022,Standard Class,Corporate,United States,Hesperia,California,92345,West,Furniture,Bookcases,FUR-BO-10004467,5,21.0,399.0,49.0
2652,4/13/2023,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,OFF-BI-10000829,3,0.4,9.6,-0.4
2653,6/9/2023,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,OFF-BI-10003712,3,0.4,9.6,-0.4
2654,1/2/2023,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Paper,OFF-PA-10000062,3,6.4,153.6,13.599999999999994
2655,10/30/2022,Second Class,Corporate,United States,Provo,Utah,84604,West,Furniture,Bookcases,FUR-BO-10003404,3,51.6,1238.4,158.4000000000001
2656,6/1/2022,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Binders,OFF-BI-10004233,2,1.5,28.5,-1.5
2657,11/8/2023,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Storage,OFF-ST-10001272,2,5.2,254.8,34.80000000000001
2658,12/13/2022,Second Class,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Labels,OFF-LA-10001175,5,0.2,9.8,-0.2
2659,8/21/2022,Standard Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,OFF-EN-10004030,3,0.5,9.5,-0.5
2660,7/10/2022,Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Furniture,Chairs,FUR-CH-10004287,4,44.0,836.0,116.0
2661,8/25/2023,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10002834,11,39.6,1940.4,360.4000000000001
2662,9/15/2023,Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,OFF-EN-10003055,2,3.2,76.8,6.799999999999997
2663,2/18/2023,First Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,OFF-BI-10003460,2,0.5,9.5,-0.5
2664,3/31/2023,First Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Labels,OFF-LA-10001569,1,0.0,0.0,0.0
2665,10/1/2022,First Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Tables,FUR-TA-10004534,3,14.8,355.2,55.19999999999999
2666,4/4/2023,First Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Binders,OFF-BI-10002954,2,0.0,0.0,0.0
2667,6/22/2023,Same Day,Consumer,United States,Amarillo,Texas,79109,Central,Technology,Accessories,TEC-AC-10003832,3,2.4,77.6,17.599999999999994
2668,9/30/2023,Same Day,Consumer,United States,Amarillo,Texas,79109,Central,Office Supplies,Paper,OFF-PA-10000474,1,0.6,29.4,-0.6
2669,5/23/2023,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Furniture,Chairs,FUR-CH-10002774,1,1.2,38.8,8.799999999999997
2670,6/14/2022,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Appliances,OFF-AP-10002765,4,2.2,107.8,7.799999999999997
2671,11/9/2022,Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,OFF-PA-10001144,3,3.4,166.6,26.599999999999994
2672,11/25/2022,Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Furniture,Chairs,FUR-CH-10003761,6,31.6,758.4,28.399999999999977
2673,2/15/2022,Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,OFF-PA-10004665,2,0.6,29.4,9.399999999999999
2674,1/6/2023,Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Storage,OFF-ST-10000078,5,66.5,1263.5,163.5
2675,10/16/2022,Same Day,Consumer,United States,San Diego,California,92024,West,Office Supplies,Paper,OFF-PA-10000357,3,8.5,161.5,21.5
2676,6/23/2023,Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Art,OFF-AR-10000422,5,0.3,9.7,-0.3
2677,3/24/2022,Standard Class,Consumer,United States,Asheville,North Carolina,28806,South,Office Supplies,Appliances,OFF-AP-10001205,1,1.6,38.4,8.399999999999999
2678,11/30/2023,Same Day,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,OFF-BI-10001116,7,0.5,9.5,-0.5
2679,12/20/2022,Same Day,Consumer,United States,Pueblo,Colorado,81001,West,Office Supplies,Binders,OFF-BI-10002931,2,0.6,29.4,-0.6
2680,11/23/2022,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,OFF-BI-10000546,5,0.2,9.8,-0.2
2681,2/15/2023,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Accessories,TEC-AC-10002049,5,24.8,595.2,75.20000000000005
2682,3/18/2023,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,OFF-BI-10001196,4,1.8,88.2,18.200000000000003
2683,4/8/2022,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Machines,TEC-MA-10002981,3,17.5,332.5,22.5
2684,7/17/2022,Standard Class,Home Office,United States,Jackson,Michigan,49201,Central,Technology,Phones,TEC-PH-10003601,1,8.0,152.0,22.0
2685,9/26/2022,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10000632,9,6.2,303.8,53.80000000000001
2686,1/19/2023,Standard Class,Consumer,United States,Thomasville,North Carolina,27360,South,Office Supplies,Envelopes,OFF-EN-10003055,3,3.0,97.0,7.0
2687,11/3/2023,Standard Class,Consumer,United States,Thomasville,North Carolina,27360,South,Office Supplies,Binders,OFF-BI-10001031,2,0.0,0.0,0.0
2688,1/17/2022,First Class,Consumer,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,OFF-BI-10002003,5,0.0,0.0,0.0
2689,2/9/2022,First Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10003016,5,1.0,19.0,-1.0
2690,10/21/2022,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Art,OFF-AR-10004582,4,0.4,9.6,-0.4
2691,3/24/2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10004364,3,0.2,9.8,-0.2
2692,4/12/2022,Standard Class,Consumer,United States,Englewood,Colorado,80112,West,Office Supplies,Paper,OFF-PA-10002246,3,0.4,19.6,-0.4
2693,7/30/2023,Standard Class,Consumer,United States,Englewood,Colorado,80112,West,Technology,Phones,TEC-PH-10002890,3,5.5,104.5,4.5
2694,11/11/2022,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Furnishings,FUR-FU-10001475,5,4.4,105.6,15.599999999999994
2695,11/15/2022,Standard Class,Consumer,United States,Hialeah,Florida,33012,South,Furniture,Furnishings,FUR-FU-10004270,1,1.0,19.0,-1.0
2696,12/24/2022,First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,OFF-PA-10003465,2,1.5,28.5,-1.5
2697,8/26/2022,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Machines,TEC-MA-10003626,4,32.8,787.2,27.200000000000045
2698,10/13/2023,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Technology,Machines,TEC-MA-10002412,6,905.6,21734.4,3624.4000000000015
2699,9/5/2023,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,OFF-PA-10001804,4,0.4,19.6,-0.4
2700,4/28/2022,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,OFF-AR-10003183,3,0.4,9.6,-0.4
2701,1/6/2022,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,FUR-FU-10004270,2,0.9,29.1,-0.9
2702,4/22/2022,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Office Supplies,Fasteners,OFF-FA-10003112,3,0.6,19.4,-0.6
2703,9/7/2022,Standard Class,Home Office,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,FUR-FU-10001986,3,3.6,116.4,16.400000000000006
2704,12/16/2023,Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Office Supplies,Paper,OFF-PA-10002319,3,2.4,117.6,7.599999999999994
2705,9/13/2022,Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10002323,6,5.2,124.8,4.799999999999997
2706,9/14/2023,Standard Class,Home Office,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Supplies,OFF-SU-10001165,2,1.0,19.0,-1.0
2707,5/19/2022,Standard Class,Home Office,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Paper,OFF-PA-10001246,3,0.4,19.6,-0.4
2708,2/7/2023,Standard Class,Home Office,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Paper,OFF-PA-10001815,4,9.5,180.5,20.5
2709,1/9/2023,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,FUR-FU-10001876,7,4.6000000000000005,225.4,25.400000000000006
2710,4/30/2023,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Technology,Machines,TEC-MA-10000488,3,57.6,1862.4,212.4000000000001
2711,4/8/2023,Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,OFF-BI-10001098,2,0.5,9.5,-0.5
2712,8/27/2022,First Class,Corporate,United States,Lakewood,Ohio,44107,East,Furniture,Furnishings,FUR-FU-10003577,4,2.5,47.5,-2.5
2713,11/28/2022,Second Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Art,OFF-AR-10002656,9,1.2,58.8,8.799999999999997
2714,8/4/2022,Standard Class,Consumer,United States,Wilmington,North Carolina,28403,South,Technology,Phones,TEC-PH-10004531,3,15.0,285.0,25.0
2715,11/13/2023,Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,OFF-AR-10003251,5,0.5,9.5,-0.5
2716,3/20/2023,Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10000673,2,6.5,123.5,3.5
2717,7/31/2022,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Technology,Accessories,TEC-AC-10000158,2,1.4000000000000001,68.6,-1.4
2718,5/24/2022,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10002075,3,15.200000000000001,364.8,44.80000000000001
2719,9/20/2022,Standard Class,Consumer,United States,Costa Mesa,California,92627,West,Office Supplies,Storage,OFF-ST-10004340,2,4.8,115.2,15.200000000000003
2720,10/20/2023,Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Furnishings,FUR-FU-10002759,3,0.8,19.2,-0.8
2721,2/4/2022,Second Class,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,Fasteners,OFF-FA-10000585,3,0.3,9.7,-0.3
2722,7/4/2023,Second Class,Corporate,United States,Cary,North Carolina,27511,South,Office Supplies,Appliances,OFF-AP-10004859,5,1.8,58.2,8.200000000000003
2723,12/13/2022,Second Class,Consumer,United States,Alexandria,Virginia,22304,South,Office Supplies,Storage,OFF-ST-10001558,5,1.6,78.4,8.400000000000006
2724,10/21/2023,Standard Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Labels,OFF-LA-10004689,5,0.2,9.8,-0.2
2725,1/7/2023,Standard Class,Consumer,United States,Vallejo,California,94591,West,Office Supplies,Binders,OFF-BI-10002867,2,3.0,97.0,7.0
2726,8/1/2023,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,TEC-PH-10003811,5,18.0,342.0,32.0
2727,7/8/2022,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Tables,FUR-TA-10000849,4,7.0,343.0,43.0
2728,8/18/2023,First Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,OFF-BI-10000848,1,0.0,0.0,0.0
2729,2/16/2023,First Class,Consumer,United States,Toledo,Ohio,43615,East,Technology,Phones,TEC-PH-10003072,7,18.900000000000002,611.1,11.100000000000023
2730,10/31/2023,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,OFF-AR-10001547,3,0.3,9.7,-0.3
2731,4/17/2022,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,TEC-AC-10001838,4,40.0,760.0,80.0
2732,1/8/2023,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Furniture,Furnishings,FUR-FU-10004017,1,4.4,105.6,5.599999999999994
2733,11/4/2023,Standard Class,Consumer,United States,Plainfield,New Jersey,7060,East,Technology,Phones,TEC-PH-10002923,2,2.1,67.9,-2.1
2734,5/6/2023,Standard Class,Consumer,United States,Plainfield,New Jersey,7060,East,Office Supplies,Art,OFF-AR-10000716,1,0.5,9.5,-0.5
2735,9/4/2022,Second Class,Consumer,United States,Las Cruces,New Mexico,88001,West,Office Supplies,Paper,OFF-PA-10000249,4,1.5,48.5,8.5
2736,4/24/2023,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Phones,TEC-PH-10003691,3,19.0,361.0,1.0
2737,2/4/2023,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Paper,OFF-PA-10001560,7,1.2,38.8,-1.2
2738,7/23/2022,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Furniture,Bookcases,FUR-BO-10004467,3,9.0,291.0,21.0
2739,11/12/2022,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Technology,Phones,TEC-PH-10001819,2,2.7,87.3,7.299999999999997
2740,9/23/2022,First Class,Corporate,United States,Hoover,Alabama,35244,South,Office Supplies,Supplies,OFF-SU-10000157,4,14.4,465.6,65.60000000000002
2741,10/31/2022,First Class,Corporate,United States,Hoover,Alabama,35244,South,Technology,Accessories,TEC-AC-10004227,2,0.6,29.4,9.399999999999999
2742,7/30/2022,Second Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Envelopes,OFF-EN-10003134,5,2.5,47.5,-2.5
2743,1/10/2023,Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,FUR-FU-10004671,2,1.6,38.4,-1.6
2744,8/31/2023,Second Class,Corporate,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10002253,6,13.0,247.0,27.0
2745,4/23/2022,Second Class,Corporate,United States,San Francisco,California,94122,West,Technology,Phones,TEC-PH-10002726,3,6.5,123.5,13.5
2746,9/12/2022,Second Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Accessories,TEC-AC-10004571,1,2.4,77.6,17.599999999999994
2747,5/30/2023,Standard Class,Consumer,United States,Franklin,Massachusetts,2038,East,Furniture,Tables,FUR-TA-10002228,3,21.0,679.0,89.0
2748,2/27/2023,Standard Class,Home Office,United States,Frisco,Texas,75034,Central,Technology,Accessories,TEC-AC-10004127,4,1.5,28.5,-1.5
2749,2/16/2022,Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Binders,OFF-BI-10001553,3,0.3,9.7,-0.3
2750,6/22/2022,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,FUR-CH-10002758,3,29.5,560.5,50.5
2751,8/16/2023,Second Class,Consumer,United States,Vacaville,California,95687,West,Office Supplies,Storage,OFF-ST-10000532,11,16.8,403.2,13.199999999999989
2752,5/24/2022,Standard Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Chairs,FUR-CH-10000988,2,4.6000000000000005,225.4,45.400000000000006
2753,12/14/2022,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10003251,2,0.3,9.7,-0.3
2754,10/31/2022,Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Accessories,TEC-AC-10003174,3,6.4,313.6,23.600000000000023
2755,11/13/2022,Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,TEC-PH-10002310,5,15.6,764.4,24.399999999999977
2756,12/13/2023,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,OFF-AP-10002651,5,43.5,1406.5,76.5
2757,10/30/2022,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10001184,2,0.2,9.8,-0.2
2758,3/15/2023,Second Class,Consumer,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10002402,3,12.0,228.0,28.0
2759,5/22/2023,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,FUR-FU-10004270,4,1.6,78.4,8.400000000000006
2760,6/16/2022,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,OFF-ST-10001526,4,24.0,456.0,26.0
2761,6/2/2023,First Class,Home Office,United States,Murray,Utah,84107,West,Office Supplies,Paper,OFF-PA-10002893,5,2.0,48.0,8.0
